ArrivalRate,TreatmentTime,Doctors,AvgWait
3.612443050873057,7.787874879651806,5,454.798927163565
9.507884116974846,9.153652793668966,3,467.55662570172603
4.483966788773329,11.572421013787485,2,482.5452395135907
6.406987253563813,16.471595637378975,3,471.4338692303823
14.99191893211674,6.747929999294891,2,493.6419724162715
5.2206758658266,8.114331001000028,1,492.70232617601056
10.835619517444599,9.616513471293331,6,469.97332960772786
5.8456144657518925,16.584822285504217,1,446.7820515367887
2.9241765941749085,16.4610194393062,5,464.80195592872775
6.212910579884089,9.989001836530353,2,493.22566220435004
7.545961190346491,15.136011703653175,3,502.16760070565545
8.442371808136222,9.02648106523672,5,486.4537532348433
10.87807206474679,10.125368476682574,3,496.5993419191098
4.511889667278904,12.218122743084693,3,490.6133707384866
12.791202830639927,14.033384586428324,1,530.0439811350772
10.356909491910706,18.08559098492603,6,477.2851371015947
9.113619100791698,14.845172513767967,5,476.6389915187686
14.253675269589554,16.341563341719137,5,514.3691552110743
8.873786552372097,9.215128398959495,2,504.5806058502041
14.611586205255486,6.847700080307212,5,485.04239964487743
8.370455105039325,16.293978009464794,2,472.8753108744451
9.116238373017408,12.584476896495225,3,482.9976884576765
6.210405097127971,15.50892288610352,1,502.08496109131556
9.430362669829442,18.729189369870713,3,497.1462767910817
7.118308233205259,17.767001347664234,6,478.7148529485743
5.298920066846967,11.814846706437432,6,482.9068937496603
11.566138368549515,6.176998240741213,3,481.3709617496998
14.414086048517591,18.058133809254436,5,486.0831057669015
4.282653092933531,7.788136994061852,4,457.3636778456051
2.381647553136711,6.111300416953309,3,446.32792742845226
4.528163418084972,13.712568078063091,5,480.3370158318934
13.705330684517836,15.401822314252753,4,468.06894161206935
13.133247595737235,15.86421689360189,1,511.25866434221405
12.633536007205196,8.741584776473918,5,479.2601313008604
11.54881704559837,5.8031721101345095,5,477.8888515781545
5.135265519207545,7.595709533838819,4,465.96102964475386
2.993181557079639,7.684338392618022,1,501.81388311912866
5.2273853625932425,15.455871537487521,5,476.9028976691416
8.081937192056277,15.371895275546962,5,468.87533066796146
5.888975015303227,15.75871459163726,2,492.48503027830117
8.02033084586765,19.576309463248197,5,471.5111368306757
3.719411281621195,12.287507385891988,5,470.7151839730755
12.003265535702656,6.609068642029503,5,481.5573926627278
7.54436502120666,12.132428526099808,5,467.2069833320147
2.360859507262579,11.697987727056136,5,461.4969999529438
5.777203441700955,7.704668375762308,5,468.0031253278656
4.684227712239322,19.67631617398409,3,477.87876954683884
2.4897199241636185,5.357474711261737,2,447.4725639922591
7.878449896955379,10.100288370201906,6,482.9990249615994
10.269265455682618,5.287132528230495,2,480.92584173246524
6.365023705134684,7.11651068336423,2,499.5277607743935
6.733326132111628,5.553514845013417,5,460.7534037485015
11.180155586698358,12.495748765355918,6,473.1764590262687
4.711287688985221,13.977953561311361,3,480.76485818041766
2.2156832312477492,17.96798439013326,5,444.26731317937805
5.946841907015946,18.80617931203004,2,469.5355908025616
7.36007920884036,16.36511275498227,3,483.30823389507583
9.885390624527822,14.219606820635091,1,496.5190380661023
8.119231856113748,5.335010645712078,2,471.6396495146282
9.935354918448494,8.480311135080004,3,494.4383917251856
9.24842207749211,9.279237088429165,3,490.61300822316747
5.644025515945308,12.282026908906705,5,474.3320415628422
4.137028512057412,10.68546761614606,1,514.0000540910944
11.788640254505586,11.180859534544267,6,472.09404945668035
10.168164697176602,13.373557561122135,5,488.8234567540509
8.152137345216707,5.251543270197402,4,472.24654249800324
12.073395205602276,14.950867849184984,5,463.034220467101
14.534867554914097,13.94931262772974,5,500.9920487346895
11.272755023240867,6.194449064028874,4,477.90898099434224
13.880703229901586,8.02284281421403,3,498.44212647844813
4.208444855155532,5.780874650676047,2,480.88401950503254
5.935579836789349,13.499623927461888,6,463.21514363625533
9.478118138934335,11.169933515457924,6,475.252337597505
6.321942205648896,10.457049641852853,2,463.2030326107134
2.1620569632738915,16.674484341054296,2,475.89792353167286
14.506753227601873,9.238784921317368,2,472.60698668260017
6.211484275591615,10.005352787112466,2,490.1703680562619
12.898779862319593,12.509131490779495,2,497.0965462141087
12.144765948369871,14.498638241616678,3,485.72286893564086
6.325062664174213,11.142722031999181,5,476.25758003427194
13.226944761197828,12.649208679596725,3,491.35719950706056
2.4389581596093097,6.351189627046403,1,461.3573543853431
10.673507469159329,7.087240774051482,2,486.0325409866278
5.31490116233384,17.505654254735816,5,503.4946935583342
9.67579379940819,11.269917390458552,3,492.175126252156
4.49883743259052,15.03143041927458,2,475.51686004046286
10.652890347988057,19.613933535738738,3,478.812762968243
4.388184361474719,18.712309517417502,6,481.347332663504
8.189972678238952,8.099725698215794,5,484.92746443884556
13.978633922383962,17.05236559678457,2,484.6335065990605
7.044605775575445,17.41620155192803,2,486.7767343138612
8.017830547867483,17.957160740298566,1,489.9498853931234
8.573126816505354,17.210798551336026,4,504.83105730186
7.639856208175289,11.908243010083808,6,471.30681431580444
2.390684021725443,8.334583526480984,4,440.6360949306066
2.9013306031016763,18.116925128023528,6,467.0450237528382
11.253688127247752,17.874686350874992,4,465.9396691624291
8.97487053091721,12.43721388703809,1,507.15253823049113
12.688032863242928,13.715140186723463,6,491.8319947844997
5.046370411796211,5.160714901221667,4,465.90659025452146
8.056673837746999,6.399237612840924,1,489.49138150863274
14.621688648981621,12.776440409243623,4,479.3958559955063
5.17843635326603,6.9702995734646445,2,479.1626241304743
13.70482679526612,12.72448906652488,6,492.2584387810997
6.342294545426752,14.208374704225614,4,495.43145445864195
10.266368066254046,5.08172797246732,5,473.9871016485321
14.046678168930356,17.26284925335294,2,487.2485403229888
13.934124254677183,15.035659027037227,6,495.4658997526647
13.967992873469264,7.30493338613096,3,511.4566255751288
13.603024959835267,8.124530455197801,2,496.86579733477157
14.77259841965555,13.47327740248725,5,485.1089309533237
11.335727830787883,14.780514922880768,6,485.68150725560315
11.514936271454955,7.730657620843358,3,483.42099219116955
10.926369623894534,8.667089051633715,3,494.7581233826235
3.8388954067820933,7.191479561507645,4,453.3693201456681
9.721594100863914,5.7613332281154275,2,501.2763544457376
2.545873919098134,16.42503565937067,5,468.6505353035039
14.878649273218542,19.434235614152946,2,492.21702110795087
14.946703389290075,11.094800786514606,4,486.58815639948983
2.566472889174624,15.927769425154406,1,466.96747254199005
9.647608350048115,17.650838038836277,3,482.1244274789779
3.8011669321210215,18.55337557365484,3,494.10545221239624
7.988708067362771,7.41922329954651,6,461.2226367245496
6.96361676734749,19.49360076297137,4,500.6291496760202
6.6898983449680705,8.845056494106299,1,470.41625423121724
12.309316578815512,17.607148360903693,5,481.5717638259032
12.788204275244553,15.607349798836498,4,484.7408491912943
3.86958606618312,15.772099213911671,4,462.67845529746734
7.035113123236234,10.961479210250499,4,489.36338649834414
10.278637696593806,13.278107104229873,2,501.21658393018913
14.016775180790823,11.799521564893956,4,475.2912878769591
8.981238716012857,9.458463305807385,6,466.3555848014477
13.754096101213557,10.732210390410167,5,487.2880649564119
11.13813587627789,11.917330200592804,6,484.41279324454285
2.1450924084740146,10.748598769857523,1,491.10141068646755
12.210812141161014,18.083025949276962,6,486.535060736707
9.064302896864646,15.992847678135997,2,488.52051834907337
12.939172012371197,11.851286317677488,5,486.967133287637
2.6349077831586176,10.263687610497714,5,449.79267727074875
9.633106670012769,13.022306601185342,3,509.59525149232576
13.983389634836673,13.623448376300061,4,470.4066150255417
10.965257024404293,6.276947372624555,5,491.26405133041357
12.895911307627285,19.78930094123045,6,478.2997403841571
7.582745482278585,16.705492555605407,5,467.9208051392052
7.226759661802018,6.694313559676113,5,473.6629984117706
4.984325146320596,9.791626253142914,4,461.11861732874195
4.58978834492432,7.016204228851732,1,479.3913260368854
8.971127394651244,8.409730955318235,3,484.6996541835655
8.971629622076918,15.81030036195681,2,506.186987232291
10.676993151882783,10.877650680270502,5,472.1388301487828
8.08499232281693,11.316835578865877,5,474.6729893662388
12.131442540918117,13.9997493326379,1,497.5400615937098
14.990753924584503,10.021795531534853,1,471.6836518099241
10.11436528653826,7.824376359767904,2,486.28072481491716
12.407045571972217,5.209411292686519,3,487.6357389958628
4.213654162478842,10.165030145604295,1,476.53679756945235
7.460274582816546,15.882898974343838,5,471.5391797953451
11.944975559321358,11.92439456662622,6,497.08689803117204
7.591114552729232,8.402739478424653,5,468.91498278004485
11.77247782485342,11.733955910049698,3,505.40818972498926
5.89689757597924,6.060761655685338,3,476.2975624184669
7.795285122849429,11.379262149837057,1,507.0581245116359
6.018296816628263,13.271526120444786,5,475.1108060688229
11.631642222396582,13.219601012327917,2,476.6689980362827
5.008772213397683,12.82387292828983,3,468.87526548842146
3.3263792350697354,19.38105121893661,4,476.63996323410856
12.929519642866303,5.021561653357429,6,477.33320748517116
10.210983914189157,8.678924905886559,5,493.6594677352744
14.40823590039859,5.64585001666096,4,479.51105310449407
12.072631303638932,10.602847896586443,3,505.61110264738033
8.844287973867942,16.123607964151535,3,496.4881919636165
10.152290641922082,19.697193798827364,4,492.757674358573
10.440623185268981,17.80162266309654,1,482.9982165914086
3.9409395844683024,15.634735725425784,2,504.67609105993284
8.673343404618883,6.64172678621878,6,476.46510452340016
7.33561596438852,16.287280489467307,5,492.21926202335374
13.17572596558711,11.203888317569154,2,504.54223068308966
3.4218740656684767,19.2195610473276,1,517.8658464140976
11.431602104454269,17.952011737403453,2,486.62047275916416
14.733185740183256,7.456595213519243,5,501.5632218503006
11.190105187135114,11.957620634485464,6,483.5364247414461
10.195671824474182,8.152558552294701,1,479.651861068548
8.968280983554628,8.005675504376043,3,468.31184934468314
6.267550821451028,7.429417796651235,3,468.4029781525006
14.733577728191916,6.464885800401246,1,507.1647830505601
12.414549893171005,15.641742675882156,3,484.21458343176283
12.913622983431024,5.182206491676296,5,473.629056757207
2.888809814851389,16.94360310819394,5,450.1483961703268
10.814827924900106,8.396061635699105,5,477.7264755750954
3.8253127300671643,10.803780509301657,6,437.383246955633
5.053060106754828,8.732148321654599,6,470.36692253048795
4.487678575730163,10.725881348263137,1,486.5332893537676
10.383556729043331,11.460654950914522,4,482.40111052921606
5.233112420369216,17.20974421328805,6,476.4369370622748
7.516710983249173,17.990027293709147,6,489.086321466306
13.293465217303666,6.8429903637630884,3,490.1806991387308
7.901718865528381,8.370123189637821,3,476.27184082716786
6.556725936258451,14.85003312191556,3,489.17769935997836
14.093089679634401,9.464318754482814,5,481.2738442159653
3.738995500687456,14.540876679205045,6,464.7261531941028
9.45089633479444,14.490800483790503,6,488.0866272340995
7.673501900118045,14.299094082957271,2,469.3409297234469
13.311911814251646,8.488873348594721,6,477.4985197657434
13.090598816934035,12.661754622288282,4,478.5487603418731
2.140435785582919,18.987600208710507,1,469.2802158816613
12.010249209339069,9.389663507107107,4,481.9675593255429
10.559647645206677,6.953725701791333,1,494.2252167627803
2.501021885797666,14.47356097055064,1,493.9547331355923
9.218948916557562,13.325975599438072,3,503.9032609082022
12.79487299083746,8.603930732192019,5,473.8294443402305
11.91137125289673,14.673757669901724,6,488.2524408099228
6.273736975540975,6.185135905093091,5,471.6170660205143
11.555323252734302,7.946767208718345,5,471.9500407523284
3.793197351513978,9.23713684370361,3,480.8437130095667
2.7640085665441894,8.713867806682217,1,497.7488609203584
12.798242620400673,11.995451530770595,5,492.67401109418046
5.713299961547476,6.318179996930788,1,505.4524732165931
14.29442490274855,6.464941199377874,2,485.1502550722865
8.594100609982714,6.7935585112448695,4,491.7563634885024
11.44846565929492,5.814359535000172,5,483.1295176498544
7.439724888288783,6.7457433588763465,6,467.52820461951785
11.913217940027542,7.853595267743129,5,480.5929134780669
3.86084781617747,6.624421921712151,2,473.0029775015025
13.812424468115088,11.362151078401155,6,482.3455739468027
